0.0	76.55	87.44	95.0	100.18	103.56	106.2	108.71	111.51	113.61	115.16	116.52	117.88	119.39	120.51	121.17	121.97	122.45	122.89	123.94	124.07	124.06	123.84	124.33	124.11	123.96	124.64	124.59	124.1	123.35	122.72	122.6	121.49	120.8	119.5	118.85	117.75	117.02	115.75	113.44	111.99	110.16	107.12	104.37	100.27	95.06	87.86	77.11	0.0
0.0	76.62	87.82	95.31	100.27	104.1	106.86	109.89	111.69	113.41	115.94	117.6	118.4	119.55	120.95	121.89	122.36	123.03	123.39	123.34	124.41	124.9	125.38	124.98	125.23	124.99	125.15	124.63	123.92	124.35	123.6	123.11	123.11	122.13	121.14	120.14	118.52	117.59	116.41	114.1	112.69	110.83	108.21	104.59	100.88	95.48	88.48	76.85	0.0
0.0	76.77	88.26	94.83	100.15	103.96	106.95	109.53	112.75	114.43	116.13	117.65	118.92	119.59	121.01	121.81	122.52	123.32	123.36	123.98	125.09	125.36	125.64	125.56	125.61	125.36	125.49	124.84	124.27	123.92	123.27	123.1	122.58	121.87	120.9	120.2	118.5	116.69	115.42	113.57	112.21	110.23	107.86	104.4	100.35	94.77	87.36	76.32	0.0
0.0	77.1	87.7	95.31	100.5	104.68	108.01	110.86	112.84	114.54	115.52	117.34	119.32	120.17	121.38	121.95	123.36	124.12	123.87	124.28	124.42	125.28	125.32	125.5	125.24	125.28	125.24	124.82	125.0	124.97	123.77	123.79	123.1	122.06	121.02	120.35	119.35	117.08	116.49	114.89	112.2	110.23	107.4	104.15	101.11	95.87	88.23	77.43	0.0
0.0	77.16	88.13	95.77	100.85	104.55	108.23	111.33	113.05	114.97	117.08	117.96	119.51	120.54	121.66	122.34	123.66	123.94	124.79	125.12	125.25	125.45	125.56	125.71	125.62	125.94	125.84	125.6	125.27	125.23	124.67	123.95	123.57	122.64	122.07	121.02	120.0	118.32	116.68	115.1	112.59	109.88	108.36	104.96	100.33	95.25	88.33	76.74	0.0
0.0	77.33	88.1	95.43	100.15	103.8	106.7	109.62	112.05	114.14	115.68	117.18	118.65	119.56	120.71	121.39	122.71	123.85	123.78	124.4	123.92	124.23	124.49	124.68	124.64	124.47	124.82	124.07	124.11	123.81	123.07	122.81	122.09	121.2	120.3	119.74	118.51	117.26	115.83	114.12	112.12	109.93	107.05	104.39	99.99	95.4	88.12	76.77	0.0
0.0	77.09	88.18	95.49	100.71	104.83	107.59	110.68	112.61	114.54	116.89	118.58	119.52	120.84	121.84	123.56	124.42	124.45	124.66	124.83	125.16	125.35	125.48	125.3	126.01	125.69	125.74	125.88	125.14	125.04	124.52	123.31	122.32	122.01	121.06	120.15	119.42	118.19	116.61	114.6	112.43	109.95	107.96	104.78	100.15	95.52	88.35	76.54	0.0
0.0	76.9	88.73	94.95	100.07	104.17	107.41	109.86	112.93	114.64	116.0	117.99	118.59	120.25	121.34	121.84	123.01	124.07	124.46	124.34	124.59	125.38	125.39	125.75	125.8	125.4	125.29	125.61	124.9	124.6	124.28	124.08	123.14	122.16	121.08	120.15	119.09	117.67	116.91	115.17	113.23	110.76	107.75	104.95	100.39	95.91	88.86	77.01	0.0
0.0	76.75	87.72	94.61	99.84	103.97	106.86	110.19	112.72	114.15	115.79	117.87	119.43	120.01	121.59	122.57	122.99	123.66	123.9	124.31	124.81	125.12	125.89	125.72	125.61	125.7	125.69	124.53	124.58	124.12	123.56	123.28	122.53	121.77	121.49	120.76	119.35	118.07	116.36	114.45	112.33	110.28	107.18	104.02	100.21	95.18	88.24	76.57	0.0
0.0	77.03	88.05	95.56	100.97	104.54	108.85	110.62	112.62	114.81	116.67	118.21	119.62	120.53	121.88	122.49	123.15	124.18	124.54	124.82	124.86	125.33	125.57	125.63	125.31	125.52	125.4	125.0	124.45	124.28	124.51	124.27	123.4	122.54	121.34	119.6	118.79	117.86	115.94	114.59	111.97	110.38	107.98	104.3	100.27	95.02	88.06	76.72	0.0
