0.0	89.62	103.19	111.26	117.49	121.91	125.58	128.63	131.45	133.97	135.6	137.35	139.75	141.1	142.85	143.2	143.77	144.68	145.46	146.48	147.27	147.63	147.57	148.13	148.6	148.73	148.79	149.26	149.35	149.2	149.01	149.62	149.1	148.76	148.22	147.87	147.31	146.86	146.79	145.31	143.72	143.08	142.08	140.25	139.45	137.91	136.74	134.41	132.19	129.33	126.2	122.33	117.34	111.56	103.13	89.99	0.0
0.0	89.68	103.17	111.14	117.16	121.95	125.89	128.93	131.54	133.84	136.22	137.63	139.45	140.03	142.05	142.75	143.42	144.36	145.17	146.22	147.15	148.19	148.36	149.16	148.89	149.43	149.92	149.43	149.51	149.1	149.02	149.53	149.49	149.04	148.16	148.09	147.52	146.65	145.65	144.76	143.74	142.94	141.6	140.12	138.7	137.42	135.12	132.43	131.17	128.68	125.37	121.6	117.02	110.74	102.51	89.09	0.0
0.0	90.17	103.17	111.44	117.7	122.61	126.39	128.99	132.32	134.69	136.29	138.18	140.5	142.04	143.71	145.4	146.03	146.58	147.69	148.3	148.76	149.81	150.1	150.09	150.64	150.54	149.92	150.3	149.91	150.72	150.27	149.58	149.84	149.18	148.74	148.23	148.2	146.88	146.79	145.78	145.17	144.34	143.22	142.12	139.96	138.24	136.6	134.06	131.01	129.04	125.23	121.55	116.87	111.16	102.82	89.25	0.0
0.0	89.66	102.63	110.95	117.0	122.21	125.45	128.24	130.98	133.72	135.3	137.31	138.59	140.37	141.65	143.06	143.71	144.65	144.94	146.22	147.03	147.56	147.24	148.25	148.5	149.22	149.59	149.45	149.04	149.3	149.6	148.91	149.12	148.83	148.03	147.77	147.15	146.36	145.94	145.07	144.08	143.28	142.16	140.47	138.52	137.48	135.93	133.76	131.26	128.51	125.23	122.17	117.56	111.43	103.08	90.35	0.0
0.0	89.92	103.02	110.82	116.96	121.72	125.11	128.25	131.16	133.78	135.48	137.92	139.19	140.69	142.25	143.22	144.78	145.72	146.67	147.02	147.64	148.1	148.94	148.59	149.64	150.11	149.7	150.67	150.39	149.96	149.5	149.6	149.61	148.71	147.78	147.49	146.83	145.77	144.48	143.3	143.2	142.55	140.36	139.68	138.19	136.48	134.88	132.6	129.92	127.53	124.61	120.67	116.13	111.4	101.89	88.91	0.0
0.0	90.25	103.12	112.0	118.04	122.62	126.47	129.36	131.41	134.78	136.81	138.44	139.7	141.44	143.39	143.74	144.99	146.34	146.93	147.13	148.56	149.19	149.38	149.49	149.84	150.09	150.52	150.29	150.42	150.62	150.34	150.03	149.82	149.2	149.27	149.02	148.61	147.55	146.58	145.76	145.24	143.86	143.14	141.33	140.18	138.37	136.95	134.6	132.35	130.25	126.46	122.84	118.18	112.25	103.96	90.1	0.0
0.0	89.43	102.49	110.96	116.65	120.7	125.43	129.09	131.83	133.87	136.54	138.43	139.53	141.6	142.5	143.16	144.8	145.45	146.07	146.89	147.45	148.47	148.61	149.02	149.1	149.57	149.01	149.78	149.54	149.15	149.07	149.5	148.9	148.8	148.4	148.18	147.82	146.73	145.78	145.44	145.03	143.31	141.85	140.91	139.33	137.61	136.4	134.4	131.4	128.59	125.55	121.52	116.53	111.28	102.52	89.58	0.0
0.0	89.8	102.6	110.92	117.21	121.97	125.33	128.88	131.56	133.86	136.29	137.94	139.76	140.91	142.2	142.96	144.72	145.96	146.41	147.23	147.41	148.73	149.25	149.79	149.68	150.42	150.36	150.44	150.81	150.97	150.38	150.44	150.41	150.15	149.32	148.66	148.09	148.14	147.07	146.16	144.61	144.39	143.01	141.33	140.76	138.71	136.92	134.53	131.8	129.2	126.08	121.96	117.3	111.39	103.24	90.15	0.0
0.0	89.53	103.35	111.81	117.98	122.29	125.6	129.6	132.41	134.61	135.82	137.62	139.15	140.44	142.2	143.5	144.21	144.55	145.65	146.27	146.95	147.65	148.2	149.49	149.41	149.43	149.4	149.59	149.31	149.01	150.12	149.33	148.91	148.05	147.87	147.75	146.57	146.12	145.32	144.6	144.85	143.25	142.16	140.72	139.28	137.57	136.12	134.4	131.89	128.59	125.86	122.06	117.27	111.09	102.65	89.71	0.0
0.0	89.53	102.25	110.55	116.58	121.4	125.29	129.02	131.45	134.13	135.88	137.48	139.2	140.91	141.96	144.01	144.0	145.26	146.45	146.82	147.3	147.7	148.59	148.84	148.63	149.35	148.82	149.85	149.74	149.36	149.14	148.66	147.99	148.48	147.69	147.24	147.26	146.28	146.21	145.46	144.25	143.51	142.56	141.07	139.74	137.88	136.0	133.88	131.56	128.54	125.23	121.59	116.6	110.74	103.04	90.19	0.0
